ID,Time Spent On TV,Number Of Meals Per Day,Change In Weight,Health Issue During Lockdown,Stress Busters,Time Utilized,Connection Status,Activities Missed (Most),Age Group
680,0,3,Remain Constant,NO,Gaming,YES,NO,Dining and Entertainment,Young Adults
681,0.5,3,Decreased,NO,Leisure and Entertainment,YES,YES,Education,Young Adults
682,1,3,Increased,NO,Unable to reduce stress,YES,YES,All Options,Young Adults
683,0,3,Remain Constant,NO,Leisure and Entertainment,YES,YES,Education,Young Adults
684,0.5,3,Increased,YES,Exercise,YES,YES,Education,Young Adults
685,2,3,Increased,NO,Sleeping,NO,NO,Personal Exploration,Young Adults
686,2,3,Remain Constant,NO,Leisure and Entertainment,YES,YES,All Options,Young Adults
687,1,3,Decreased,NO,Gaming,NO,YES,Personal Reflection,Young Adults
688,0,8,Increased,NO,Watching videos,YES,YES,Personal Exploration,Young Adults
689,0,3,Decreased,NO,Gaming,NO,NO,Personal Exploration,Pre-Teens
690,2,3,Remain Constant,NO,Gaming,YES,YES,Sports and Activities,Young Adults
691,0,3,Increased,YES,Watching videos,NO,NO,Personal Exploration,Young Adults
692,0,3,Remain Constant,NO,Reading books,NO,YES,Social Interactions,Pre-Teens
693,0,6,Increased,NO,Leisure and Entertainment,YES,YES,Travel and Exploration,Young Adults
694,1,2,Decreased,NO,Leisure and Entertainment,YES,YES,Social Interactions,Pre-Teens
695,0.5,4,Remain Constant,NO,Leisure and Entertainment,YES,YES,Social Interactions,Pre-Teens
696,1,3,Remain Constant,NO,Leisure and Entertainment,YES,NO,Personal Exploration,Young Adults
697,0,2,Decreased,NO,Leisure and Entertainment,YES,YES,Education,Pre-Teens
698,0,3,Remain Constant,YES,Leisure and Entertainment,YES,NO,Education,Young Adults
699,3,3,Increased,NO,Gaming,NO,YES,Personal Exploration,Pre-Teens
700,2,3,Remain Constant,NO,Leisure and Entertainment,YES,YES,Travel and Exploration,Pre-Teens
701,1,3,Remain Constant,YES,Reading books,YES,YES,Education,Pre-Teens
702,0,4,Remain Constant,NO,Sleeping,YES,NO,Dining and Entertainment,Pre-Teens
703,1,3,Decreased,NO,Watching videos,YES,YES,Social Interactions,Pre-Teens
704,2,3,Increased,NO,Watching videos,NO,NO,Travel and Exploration,Young Adults
705,1,3,Increased,NO,Watching videos,YES,YES,Social Interactions,Young Adults
706,0,3,Increased,NO,Gaming,NO,YES,Social Interactions,Pre-Teens
707,1,4,Increased,NO,Watching videos,NO,YES,Education,Pre-Teens
708,2,2,Decreased,NO,Reading books,NO,NO,Personal Exploration,Young Adults
709,0,3,Increased,NO,Leisure and Entertainment,NO,NO,Social Interactions,Pre-Teens
710,2,2,Increased,NO,Leisure and Entertainment,NO,NO,Social Interactions,Young Adults
711,1,2,Remain Constant,NO,Sleeping,NO,NO,Education,Pre-Teens
712,1.5,2,Decreased,YES,Leisure and Entertainment,NO,YES,Travel and Exploration,Young Adults
713,0.75,4,Increased,NO,Sleeping,NO,NO,Education,Young Adults
714,1,4,Increased,NO,Social Media,NO,YES,Social Interactions,Pre-Teens
715,2,3,Increased,NO,Gaming,YES,YES,Personal Exploration,Adults
716,1,4,Increased,NO,Communication with others,YES,YES,Education,Pre-Teens
717,2,4,Remain Constant,NO,Communication with others,NO,YES,Dining and Entertainment,Pre-Teens
718,0,2,Increased,NO,Leisure and Entertainment,NO,YES,Social Interactions,Pre-Teens
719,0.5,2,Decreased,YES,Leisure and Entertainment,YES,YES,Sports and Activities,Young Adults
720,0.5,1,Increased,YES,Leisure and Entertainment,YES,YES,Travel and Exploration,Young Adults
721,0,3,Increased,NO,Leisure and Entertainment,YES,YES,Travel and Exploration,Young Adults
722,0,2,Remain Constant,NO,Reading books,NO,YES,Personal Reflection,Young Adults
723,1,3,Increased,NO,Sleeping,NO,NO,Travel and Exploration,Young Adults
725,3,3,Increased,NO,Gaming,YES,YES,Education,Pre-Teens
726,2,3,Remain Constant,NO,Sleeping,YES,YES,Social Interactions,Pre-Teens
727,1,3,Remain Constant,NO,Meditation,YES,YES,Travel and Exploration,Pre-Teens
728,1,2,Decreased,NO,Gaming,YES,YES,Personal Reflection,Young Adults
729,1,3,Remain Constant,NO,Watching videos,YES,NO,Dining and Entertainment,Young Adults
730,1,3,Decreased,NO,Gaming,YES,YES,Personal Exploration,Young Adults
731,1,3,Increased,YES,Exercise,NO,YES,Dining and Entertainment,Young Adults
732,2,4,Decreased,NO,Reading books,NO,YES,Travel and Exploration,Young Adults
733,0,2,Remain Constant,NO,Meditation,NO,YES,Travel and Exploration,Pre-Teens
734,0,2,Increased,NO,Gaming,NO,YES,Dining and Entertainment,Young Adults
735,0.5,2,Increased,NO,Leisure and Entertainment,YES,NO,Travel and Exploration,Pre-Teens
736,0,3,Remain Constant,NO,Sleeping,NO,NO,Social Interactions,Young Adults
737,1,3,Increased,NO,Gaming,NO,YES,Dining and Entertainment,Young Adults
738,2,3,Remain Constant,NO,Reading books,NO,YES,Education,Young Adults
739,2,3,Remain Constant,NO,Communication with others,NO,YES,Education,Young Adults
740,0,3,Increased,NO,Leisure and Entertainment,YES,YES,Education,Young Adults
741,0,2,Decreased,NO,Watching videos,NO,YES,Travel and Exploration,Young Adults
742,1,3,Increased,NO,Reading books,YES,YES,Travel and Exploration,Young Adults
743,0,2,Remain Constant,NO,Reading books,YES,YES,Dining and Entertainment,Young Adults
744,1,4,Increased,NO,Social Media,NO,YES,Travel and Exploration,Young Adults
745,1,3,Remain Constant,NO,Leisure and Entertainment,NO,NO,Social Interactions,Pre-Teens
746,0,2,Remain Constant,NO,Watching videos,NO,YES,Education,Young Adults
747,4,3,Remain Constant,NO,Sleeping,YES,YES,Social Interactions,Young Adults
748,0,4,Increased,NO,Watching videos,YES,YES,Travel and Exploration,Young Adults
749,0,4,Decreased,YES,Exercise,YES,NO,Personal Exploration,Pre-Teens
750,0,3,Remain Constant,NO,Meditation,YES,YES,Social Interactions,Young Adults
751,0,3,Decreased,YES,No stress,NO,YES,Personal Reflection,Young Adults
752,0,3,Increased,NO,Exercise,NO,YES,Dining and Entertainment,Young Adults
753,0,3,Remain Constant,NO,Sleeping,YES,YES,Travel and Exploration,Young Adults
754,0,4,Remain Constant,NO,Gaming,YES,NO,Education,Pre-Teens
755,0,3,Remain Constant,NO,Leisure and Entertainment,YES,YES,Social Interactions,Young Adults
756,1,3,Increased,YES,Leisure and Entertainment,NO,NO,Personal Exploration,Young Adults
757,1,2,Increased,NO,Meditation,NO,YES,Social Interactions,Young Adults
758,0,4,Decreased,YES,Gaming,YES,YES,Social Interactions,Pre-Teens
759,0,3,Increased,NO,Reading books,NO,YES,Travel and Exploration,Young Adults
760,0,3,Remain Constant,NO,Watching videos,NO,NO,Education,Young Adults
761,3,3,Increased,NO,Sleeping,NO,YES,Education,Pre-Teens
762,0,3,Increased,YES,Reading books,NO,YES,Education,Young Adults
763,0,2,Decreased,NO,Watching videos,YES,YES,Education,Young Adults
764,0,4,Increased,NO,Watching videos,NO,NO,Dining and Entertainment,Young Adults
765,2,3,Remain Constant,NO,Unable to reduce stress,NO,YES,Travel and Exploration,Adults
766,0,3,Increased,NO,Social Media,NO,YES,Education,Young Adults
767,2,2,Remain Constant,NO,Communication with others,YES,YES,Travel and Exploration,Adults
768,0,3,Decreased,NO,Watching videos,YES,YES,Education,Pre-Teens
769,0,2,Remain Constant,NO,Watching videos,NO,NO,Education,Pre-Teens
770,2,4,Remain Constant,NO,Leisure and Entertainment,YES,YES,Social Interactions,Young Adults
771,1,4,Increased,NO,Leisure and Entertainment,NO,YES,Social Interactions,Young Adults
772,1,4,Remain Constant,NO,Leisure and Entertainment,YES,YES,Social Interactions,Children
773,2.5,3,Remain Constant,NO,Sleeping,NO,YES,All Options,Young Adults
774,2,3,Remain Constant,NO,Exercise,YES,YES,Education,Young Adults
775,2,3,Increased,NO,Watching videos,NO,NO,Personal Exploration,Adults
776,2,4,Remain Constant,NO,Watching videos,YES,YES,Social Interactions,Young Adults
777,0,4,Increased,NO,Leisure and Entertainment,NO,YES,Social Interactions,Young Adults
778,0,2,Remain Constant,YES,Leisure and Entertainment,YES,YES,Social Interactions,Young Adults
779,1,2,Remain Constant,NO,Gaming,YES,YES,Social Interactions,Adults
780,2,3,Remain Constant,NO,Work,YES,YES,All Options,Young Adults
781,0.5,2,Decreased,NO,Leisure and Entertainment,NO,YES,Personal Exploration,Pre-Teens
782,0,2,Decreased,NO,Watching videos,NO,NO,Personal Exploration,Young Adults
783,0,2,Remain Constant,YES,Social Media,NO,YES,Travel and Social Interactions,Young Adults
784,1,3,Remain Constant,NO,Sleeping,NO,NO,Education,Adults
785,1,4,Increased,NO,Watching videos,NO,YES,Education,Adults
786,1,3,Remain Constant,NO,Gaming,YES,YES,Education,Pre-Teens
787,0,2,Increased,NO,Leisure and Entertainment,NO,NO,Dining and Entertainment,Pre-Teens
788,1,3,Remain Constant,NO,Gaming,YES,YES,Personal Exploration,Adults
789,0,3,Increased,NO,Reading books,NO,NO,Dining and Entertainment,Pre-Teens
790,0,4,Remain Constant,NO,Exercise,NO,YES,Education,Adults
791,4,3,Remain Constant,YES,Meditation,YES,YES,Social Interactions,Young Adults
792,0.5,3,Increased,YES,Communication with others,NO,YES,Social Interactions,Pre-Teens
793,1,3,Remain Constant,NO,Leisure and Entertainment,NO,YES,Education,Pre-Teens
794,0,2,Increased,NO,Communication with others,YES,YES,Travel and Exploration,Adults
795,0,2,Increased,NO,Social Media,NO,NO,Education,Young Adults
796,1,4,Increased,NO,Social Media,YES,NO,Social Interactions,Young Adults
797,0,3,Remain Constant,NO,Work,YES,NO,Personal Exploration,Young Adults
798,1,3,Increased,NO,Watching videos,NO,YES,Social Interactions,Adults
799,5,3,Remain Constant,NO,Leisure and Entertainment,NO,YES,Personal Exploration,Young Adults
800,0,2,Increased,NO,Watching videos,NO,YES,Social Interactions,Young Adults
801,0,4,Increased,NO,Leisure and Entertainment,YES,YES,Personal Exploration,Young Adults
802,2,4,Remain Constant,NO,Gaming,NO,YES,Travel and Exploration,Young Adults
803,0,4,Remain Constant,YES,Leisure and Entertainment,NO,NO,Travel and Exploration,Young Adults
804,2,3,Increased,NO,Sleeping,NO,YES,Education,Pre-Teens
805,1,3,Increased,NO,Gaming,NO,YES,Travel and Exploration,Young Adults
806,4,2,Remain Constant,NO,Leisure and Entertainment,NO,YES,Education,Young Adults
807,6,3,Remain Constant,NO,Social Media,YES,YES,Personal Exploration,Adults
808,2,2,Increased,YES,Meditation,NO,YES,Education,Young Adults
809,3,2,Remain Constant,NO,Leisure and Entertainment,YES,YES,Social Interactions,Young Adults
810,1,2,Remain Constant,NO,Leisure and Entertainment,YES,NO,Personal Reflection,Young Adults
811,2,3,Increased,NO,Social Media,YES,YES,Travel and Exploration,Adults
812,2,2,Decreased,NO,Leisure and Entertainment,NO,YES,Education,Adults
813,1,2,Remain Constant,NO,Gaming,YES,NO,Social Interactions,Young Adults
814,2,2,Remain Constant,NO,Leisure and Entertainment,NO,NO,Travel and Exploration,Young Adults
815,3,3,Remain Constant,NO,Leisure and Entertainment,NO,NO,Education,Pre-Teens
816,0,2,Decreased,NO,Social Media,NO,NO,Personal Exploration,Young Adults
817,1,1,Decreased,YES,Gaming,NO,NO,Personal Exploration,Young Adults
818,1,4,Remain Constant,NO,Social Media,YES,YES,Social Interactions,Young Adults
819,0,4,Remain Constant,NO,Reading books,YES,YES,Social Interactions,Young Adults
820,0,2,Decreased,YES,Social Media,NO,NO,Education,Young Adults
821,0,2,Increased,YES,Leisure and Entertainment,NO,NO,Education,Young Adults
822,0,3,Increased,NO,Watching videos,NO,NO,Dining and Entertainment,Young Adults
823,2,4,Remain Constant,NO,Watching videos,YES,YES,All Options,Young Adults
824,0,4,Remain Constant,NO,Gaming,YES,NO,Dining and Entertainment,Young Adults
825,2,3,Increased,NO,Meditation,YES,YES,Social Interactions,Young Adults
826,0,3,Remain Constant,NO,Meditation,YES,YES,Social Interactions,Young Adults
827,0,3,Remain Constant,NO,Meditation,YES,NO,Social Interactions,Young Adults
828,0,3,Increased,YES,Gaming,YES,YES,Dining and Entertainment,Young Adults
829,2,3,Decreased,NO,Leisure and Entertainment,YES,NO,Education,Adults
830,1,3,Increased,NO,Leisure and Entertainment,NO,NO,Education,Young Adults
831,0,3,Remain Constant,NO,Social Media,NO,YES,Education,Young Adults
832,0,3,Remain Constant,NO,Gaming,YES,YES,Education,Pre-Teens
833,4,2,Remain Constant,NO,Gaming,NO,NO,All Options,Young Adults
834,0.5,3,Remain Constant,NO,Watching videos,YES,YES,Social Interactions,Young Adults
835,1,3,Increased,NO,Sleeping,YES,YES,Social Interactions,Adults
836,1,3,Remain Constant,NO,Communication with others,YES,YES,Travel and Exploration,Young Adults
837,0.5,3,Increased,NO,Reading books,NO,YES,Education,Adults
838,0,2,Remain Constant,NO,Sleeping,YES,YES,Family,Young Adults
839,1,3,Remain Constant,NO,Leisure and Entertainment,NO,YES,Personal Exploration,Young Adults
840,1,3,Decreased,NO,Gaming,YES,YES,Dining and Entertainment,Young Adults
841,0.5,2,Remain Constant,NO,Leisure and Entertainment,NO,YES,Social Interactions,Young Adults
842,0,3,Increased,NO,Leisure and Entertainment,NO,NO,Education,Young Adults
843,2,3,Remain Constant,NO,Sleeping,YES,YES,Travel and Exploration,Adults
844,0.5,4,Decreased,YES,Watching videos,NO,NO,Travel and Exploration,Young Adults
845,1,3,Increased,NO,Social Media,NO,YES,Social Interactions,Young Adults
846,1,3,Increased,NO,Gaming,YES,YES,Social Interactions,Young Adults
847,3,3,Decreased,NO,Leisure and Entertainment,NO,YES,Dining and Entertainment,Young Adults
848,2,1,Remain Constant,NO,Gaming,NO,NO,Education,Young Adults
849,2,3,Increased,NO,Leisure and Entertainment,YES,YES,Education,Young Adults
850,1,3,Remain Constant,NO,Leisure and Entertainment,NO,NO,Sports and Activities,Young Adults
851,0,3,Increased,NO,Leisure and Entertainment,NO,YES,Personal Exploration,Young Adults
852,0,2,Remain Constant,NO,Leisure and Entertainment,NO,YES,Education,Young Adults
853,0,4,Increased,NO,Social Media,YES,YES,Dining and Entertainment,Young Adults
854,0,2,Decreased,NO,Gaming,NO,YES,Social Interactions,Young Adults
855,1,3,Increased,NO,Leisure and Entertainment,NO,YES,Education,Young Adults
856,0,3,Remain Constant,YES,Gaming,NO,YES,Travel and Exploration,Adults
857,0,2,Remain Constant,NO,Leisure and Entertainment,NO,NO,Education,Young Adults
858,3,2,Remain Constant,NO,Exercise,YES,YES,Travel and Exploration,Young Adults
859,1,4,Decreased,NO,Meditation,YES,NO,Social Interactions,Young Adults
860,1,2,Remain Constant,NO,Leisure and Entertainment,YES,YES,Travel and Exploration,Adults
861,0,3,Remain Constant,NO,Leisure and Entertainment,NO,YES,Education,Young Adults
862,0,4,Increased,NO,Leisure and Entertainment,YES,YES,Education,Adults
863,1,3,Increased,YES,Exercise,NO,NO,Social Interactions,Pre-Teens
864,0,3,Decreased,NO,Leisure and Entertainment,YES,YES,Education,Young Adults
865,1,4,Remain Constant,NO,Leisure and Entertainment,NO,NO,Social Interactions,Pre-Teens
866,1,2,Increased,NO,Meditation,YES,YES,Travel and Exploration,Young Adults
867,0,3,Remain Constant,NO,Sleeping,YES,YES,Education,Young Adults
868,1,3,Increased,NO,Watching videos,NO,YES,Travel and Exploration,Pre-Teens
869,1,2,Decreased,YES,Watching videos,NO,YES,Social Interactions,Young Adults
870,1,3,Remain Constant,NO,Gaming,YES,YES,Travel and Exploration,Young Adults
871,0.5,4,Remain Constant,NO,Reading books,NO,NO,Social Interactions,Pre-Teens
872,2,3,Remain Constant,NO,Leisure and Entertainment,NO,NO,All Options,Young Adults
873,0.5,3,Remain Constant,NO,Leisure and Entertainment,NO,YES,Personal Exploration,Young Adults
874,1,2,Remain Constant,NO,Reading books,YES,YES,Travel and Exploration,Adults
875,0,3,Remain Constant,NO,Meditation,NO,NO,Dining and Entertainment,Young Adults
876,0,2,Decreased,NO,Communication with others,YES,YES,Travel and Exploration,Adults
877,0.5,4,Increased,NO,Sleeping,NO,NO,Education,Young Adults
878,1,2,Decreased,NO,Leisure and Entertainment,YES,YES,Travel and Exploration,Young Adults
879,1,3,Remain Constant,NO,Reading books,YES,YES,Travel and Exploration,Young Adults
880,0,2,Decreased,NO,Social Media,NO,NO,Social Interactions,Pre-Teens
881,1.5,4,Decreased,YES,Social Media,NO,NO,Education,Young Adults
882,2,3,Increased,YES,Leisure and Entertainment,NO,NO,Personal Exploration,Young Adults
883,0,3,Decreased,NO,Gaming,NO,YES,Travel and Exploration,Pre-Teens
884,1,3,Remain Constant,NO,Sleeping,YES,YES,Personal Exploration,Young Adults
885,1,3,Increased,NO,Sleeping,NO,YES,Education,Pre-Teens
886,0,3,Decreased,YES,Watching videos,NO,YES,Personal Exploration,Young Adults
887,5,4,Increased,NO,Leisure and Entertainment,NO,YES,Personal Exploration,Young Adults
888,1,1,Remain Constant,NO,Leisure and Entertainment,NO,NO,Social Interactions,Adults
889,0,1,Increased,NO,Gaming,NO,YES,Travel and Exploration,Pre-Teens
890,0,3,Remain Constant,NO,Sleeping,NO,NO,Personal Exploration,Pre-Teens
891,0,3,Remain Constant,NO,Sleeping,YES,YES,Education,Young Adults
892,2,3,Decreased,NO,Gaming,NO,YES,Travel and Exploration,Young Adults
893,0,3,Increased,NO,Social Media,YES,YES,Dining and Entertainment,Pre-Teens
894,2,3,Increased,NO,Leisure and Entertainment,YES,YES,Travel and Exploration,Young Adults
895,4,2,Decreased,YES,Sleeping,NO,YES,Personal Exploration,Adults
896,2,3,Remain Constant,NO,Leisure and Entertainment,NO,NO,Education,Young Adults
897,1,3,Remain Constant,NO,Watching videos,NO,NO,All Options,Young Adults
898,6,3,Decreased,YES,Social Media,NO,YES,Social Interactions,Young Adults
899,0,1,Remain Constant,NO,Social Media,NO,NO,Sports and Activities,Young Adults
900,1,4,Decreased,NO,Leisure and Entertainment,YES,YES,Social Interactions,Young Adults
901,2,2,Remain Constant,NO,Watching videos,YES,YES,Dining and Entertainment,Young Adults
902,0.3,3,Decreased,NO,Gaming,YES,YES,Travel and Exploration,Young Adults
903,2,2,Remain Constant,NO,Exercise,NO,NO,Education,Young Adults
904,2,2,Increased,NO,Reading books,NO,YES,Personal Exploration,Young Adults
905,1,3,Remain Constant,NO,Exercise,NO,YES,Social Interactions,Pre-Teens
906,0,3,Remain Constant,NO,Social Media,YES,YES,Education,Pre-Teens
907,0.5,3,Remain Constant,NO,Leisure and Entertainment,NO,YES,Social Interactions,Adults
908,1,3,Remain Constant,NO,Meditation,NO,YES,Education,Young Adults
909,1,3,Increased,NO,Leisure and Entertainment,NO,YES,Personal Exploration,Pre-Teens
910,2,4,Remain Constant,NO,Gaming,YES,YES,Personal Exploration,Young Adults
911,0.5,3,Increased,NO,Leisure and Entertainment,YES,NO,Education,Young Adults
912,1,4,Increased,NO,Gaming,YES,YES,All Options,Children
913,4,3,Increased,NO,Gaming,YES,YES,Social Interactions,Pre-Teens
914,0,4,Remain Constant,NO,Gaming,YES,YES,Dining and Entertainment,Children
915,2,3,Decreased,NO,Gaming,YES,YES,Personal Exploration,Young Adults
916,0,4,Remain Constant,NO,Gaming,NO,YES,Social Interactions,Pre-Teens
917,0,3,Increased,NO,Leisure and Entertainment,NO,NO,Education,Young Adults
918,2,4,Decreased,NO,Leisure and Entertainment,NO,YES,Education,Pre-Teens
919,1,3,Increased,NO,Social Media,YES,YES,Education,Young Adults
920,1,3,Remain Constant,NO,Leisure and Entertainment,YES,YES,Education,Adults
921,0,2,Remain Constant,NO,Gaming,YES,YES,Social Interactions,Pre-Teens
922,0,1,Remain Constant,NO,Leisure and Entertainment,YES,YES,Travel and Exploration,Adults
923,3,2,Remain Constant,NO,Leisure and Entertainment,NO,YES,Education,Young Adults
924,1,3,Remain Constant,NO,Leisure and Entertainment,YES,NO,Education,Pre-Teens
925,0,2,Increased,YES,Leisure and Entertainment,YES,YES,Travel and Exploration,Pre-Teens
926,0,3,Increased,NO,Leisure and Entertainment,YES,YES,Dining and Entertainment,Young Adults
927,1,3,Increased,NO,Reading books,YES,YES,Education,Young Adults
928,1,3,Remain Constant,YES,Leisure and Entertainment,NO,YES,Education,Young Adults
929,0,2,Increased,YES,Watching videos,YES,YES,Travel and Exploration,Young Adults
930,2,3,Remain Constant,NO,Exercise,YES,YES,Travel and Exploration,Young Adults
931,2,3,Remain Constant,NO,Leisure and Entertainment,YES,YES,Education,Adults
932,0,3,Remain Constant,NO,Watching videos,NO,YES,Personal Reflection,Pre-Teens
933,3,4,Remain Constant,NO,Leisure and Entertainment,NO,YES,Dining and Entertainment,Pre-Teens
934,2,4,Increased,NO,Reading books,YES,YES,Personal Exploration,Young Adults
935,0,2,Remain Constant,NO,Gaming,NO,YES,Social Interactions,Young Adults
936,1,3,Increased,NO,Leisure and Entertainment,NO,YES,Dining and Entertainment,Young Adults
937,1,4,Increased,NO,Exercise,NO,YES,Travel and Exploration,Young Adults
938,0,3,Remain Constant,YES,Leisure and Entertainment,NO,YES,Travel and Exploration,Young Adults
939,3.5,1,Remain Constant,NO,Watching videos,YES,YES,Education,Pre-Teens
940,0,3,Increased,NO,Communication with others,YES,YES,Education,Young Adults
941,2,2,Decreased,YES,Gaming,NO,NO,Dining and Entertainment,Pre-Teens
942,1,3,Decreased,NO,Watching videos,YES,YES,Travel and Exploration,Young Adults
943,1,3,Decreased,NO,Reading books,YES,YES,Social Interactions,Young Adults
944,2.5,3,Increased,NO,Gaming,NO,YES,All Options,Pre-Teens
945,1,4,Remain Constant,NO,Watching videos,NO,YES,Social Interactions,Pre-Teens
946,1,3,Increased,NO,Gaming,NO,YES,Education,Young Adults
947,3,3,Increased,NO,Leisure and Entertainment,NO,YES,Travel and Exploration,Young Adults
948,0.5,2,Remain Constant,NO,Meditation,NO,YES,Travel and Exploration,Adults
949,0,3,Remain Constant,NO,Sleeping,YES,YES,Education,Children
950,0,4,Increased,NO,Sleeping,YES,YES,Social Interactions,Young Adults
951,0,3,Decreased,NO,Meditation,YES,YES,Social Interactions,Young Adults
952,2,2,Remain Constant,NO,Gaming,NO,YES,Dining and Entertainment,Young Adults
953,0,7,Increased,NO,Gaming,NO,YES,Personal Exploration,Pre-Teens
954,0,2,Decreased,YES,Gaming,NO,NO,Travel and Exploration,Young Adults
955,1,3,Increased,NO,Social Media,NO,NO,Personal Exploration,Adults
956,0,2,Remain Constant,NO,Reading books,YES,NO,Social Interactions,Young Adults
957,0.5,4,Increased,NO,Social Media,YES,YES,Social Interactions,Young Adults
958,2,3,Increased,NO,Gaming,YES,YES,Social Interactions,Children
959,0,3,Increased,NO,Leisure and Entertainment,NO,YES,Travel and Exploration,Young Adults
960,0,2,Remain Constant,NO,Leisure and Entertainment,YES,NO,Education,Young Adults
961,0,3,Remain Constant,YES,Social Media,NO,NO,Dining and Entertainment,Young Adults
962,2,2,Remain Constant,YES,Leisure and Entertainment,NO,NO,Education,Young Adults
963,2,3,Remain Constant,NO,Gaming,YES,YES,Travel and Exploration,Young Adults
964,0,2,Remain Constant,NO,Reading books,YES,YES,Social Interactions,Pre-Teens
965,0,4,Remain Constant,YES,Leisure and Entertainment,NO,NO,Education,Young Adults
966,1,2,Remain Constant,NO,Social Media,YES,NO,Education,Young Adults
967,0.3,3,Remain Constant,NO,Exercise,NO,YES,Education,Pre-Teens
968,0,3,Decreased,NO,Sleeping,NO,NO,Personal Exploration,Young Adults
969,1,3,Increased,NO,Watching videos,NO,NO,Education,Pre-Teens
970,4,4,Increased,NO,Leisure and Entertainment,YES,YES,Social Interactions,Pre-Teens
971,0,3,Remain Constant,NO,Social Media,NO,NO,Personal Reflection,Young Adults
972,0.1,4,Remain Constant,NO,Leisure and Entertainment,YES,YES,Education,Young Adults
973,4,3,Increased,NO,Leisure and Entertainment,NO,YES,Travel and Exploration,Young Adults
974,0,2,Decreased,NO,Gaming,NO,YES,Education,Pre-Teens
975,1,3,Increased,NO,Communication with others,NO,NO,Education,Pre-Teens
976,2,3,Remain Constant,NO,Gaming,NO,NO,Education,Pre-Teens
977,0.5,3,Decreased,NO,Gaming,YES,NO,Education,Pre-Teens
978,0.1,4,Remain Constant,NO,Leisure and Entertainment,YES,YES,Education,Young Adults
979,0,3,Increased,NO,Leisure and Entertainment,NO,NO,Personal Exploration,Pre-Teens
980,0.3,4,Increased,NO,Watching videos,YES,YES,Education,Pre-Teens
981,0,2,Decreased,NO,Gaming,NO,YES,Personal Exploration,Pre-Teens
982,0.3,3,Remain Constant,NO,Leisure and Entertainment,YES,YES,Social Interactions,Pre-Teens
983,1,2,Decreased,YES,Exercise,NO,YES,Education,Pre-Teens
984,0,3,Increased,NO,Leisure and Entertainment,NO,YES,Education,Young Adults
985,2,2,Decreased,NO,Leisure and Entertainment,NO,NO,Education,Pre-Teens
986,2,1,Decreased,YES,Leisure and Entertainment,NO,YES,Education,Pre-Teens
987,0,3,Remain Constant,NO,Communication with others,NO,YES,Education,Pre-Teens
988,0,2,Increased,NO,Leisure and Entertainment,NO,YES,Education,Young Adults
989,0,3,Remain Constant,YES,Communication with others,YES,YES,Social Interactions,Pre-Teens
990,2,2,Remain Constant,NO,Social Media,NO,YES,Social Interactions,Young Adults
991,1,2,Increased,NO,Leisure and Entertainment,YES,YES,Education,Young Adults
992,2,2,Remain Constant,NO,Sleeping,NO,YES,Education,Pre-Teens
993,0,4,Increased,NO,Social Media,NO,YES,Education,Pre-Teens
994,0.3,4,Decreased,NO,Gaming,YES,YES,Education,Pre-Teens
995,2,2,Increased,NO,Reading books,YES,YES,Education,Children
996,0,3,Remain Constant,NO,Leisure and Entertainment,NO,YES,Travel and Exploration,Pre-Teens
997,0,3,Remain Constant,NO,Leisure and Entertainment,YES,NO,Personal Exploration,Pre-Teens
998,0.3,2,Increased,NO,Leisure and Entertainment,NO,YES,Education,Pre-Teens
999,0,4,Decreased,YES,Reading books,NO,NO,Education,Young Adults
1000,0,3,Increased,NO,Leisure and Entertainment,NO,YES,Travel and Exploration,Young Adults
1001,1,4,Increased,NO,Gaming,NO,YES,Education,Young Adults
1002,1,3,Remain Constant,YES,Leisure and Entertainment,YES,YES,Social Interactions,Young Adults
1003,1,3,Remain Constant,NO,Leisure and Entertainment,NO,NO,Personal Exploration,Young Adults
1004,1,2,Remain Constant,NO,Watching videos,NO,NO,Social Interactions,Pre-Teens
1005,2,2,Remain Constant,NO,Sleeping,YES,YES,Education,Young Adults
1006,2,3,Remain Constant,NO,Gaming,YES,NO,Education,Young Adults
1007,3,2,Remain Constant,NO,Sleeping,NO,YES,Travel and Exploration,Young Adults
1008,2,3,Remain Constant,NO,Watching videos,YES,YES,Travel and Exploration,Young Adults
1009,1,3,Remain Constant,NO,Gaming,YES,YES,Education,Young Adults
1010,0.3,3,Increased,YES,Communication with others,YES,YES,Social Interactions,Adults
1011,0.5,4,Decreased,NO,Meditation,YES,YES,Travel and Exploration,Young Adults
1012,0,2,Remain Constant,NO,Social Media,YES,YES,Dining and Entertainment,Young Adults
1013,0,2,Remain Constant,YES,Watching videos,NO,YES,Travel and Exploration,Young Adults
1014,0,3,Remain Constant,NO,Leisure and Entertainment,YES,YES,Education,Adults
1015,0,2,Remain Constant,NO,Communication with others,YES,YES,Travel and Exploration,Adults
1016,2,3,Remain Constant,NO,Sleeping,NO,YES,Travel and Exploration,Young Adults
1017,0,3,Increased,NO,Watching videos,NO,NO,Travel and Exploration,Adults
1018,0.5,3,Decreased,YES,Sleeping,YES,YES,Dining and Entertainment,Young Adults
1019,0,3,Increased,NO,Leisure and Entertainment,YES,YES,Education,Young Adults
1020,0,2,Remain Constant,NO,Social Media,NO,YES,Education,Pre-Teens
1021,0,3,Increased,NO,Leisure and Entertainment,YES,NO,Personal Exploration,Adults
